,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,T1,T2,T3,T4,T5
0,0.41249512207583416,-0.5555738671348517,-0.5336686748387898,-0.4607957003079412,0.6383500368884191,0.447997877249194,,,,,
1,-1.9899906306365935,0.6593152809866969,-1.5591875852833281,0.5498380221559713,2.412328596656326,1.7652496357511207,,,,,
2,-0.015814530175224606,0.5566476008488646,2.707670629374461,-0.8967887941293964,-1.6695755716975889,1.9654925176452622,,,,,
3,-2.2252540993159973,-0.8077587193517848,-0.680942966813322,1.0766973503760553,-1.8860492519561736,-0.9167329775801039,,,,,
4,1.6223573668849656,-0.9523166900386393,-0.8510947140315503,-0.7117751645853532,0.23442842290792906,-0.4062279854356872,1.0,1.0,1.0,0.0,0.0
5,-0.5186525236859164,-1.289306296108311,-0.6132026857568877,1.0701281923047015,1.088230789899409,1.0395830980864718,,,,,
6,0.547638475544718,0.037708352895234415,0.4030578565336027,-0.8730983328310897,-0.8104092109537748,0.1625231815039855,,,,,
7,0.512889640002202,-0.6104409727107345,1.4716908852628097,0.6606845975896284,0.824680751843762,-0.4423552240825039,,,,,
8,2.381438361909866,3.149017373341635,-2.723187397992198,-1.1944549494040022,0.9040031203935491,-0.48242634454785144,,,,,
9,-0.46405821205956266,-0.4439090199816351,0.79705499113548,-0.24582618436889833,0.6983203603965904,0.43673729693074004,,,,,
10,0.8746733526869772,-0.44784352988676074,1.8621057353892163,-0.8954809292046738,-1.7221475879764359,1.618308215802336,,,,,
11,-0.38629387242198,0.8843223385319067,2.2476957369236015,-0.702254094659807,-0.8054181095463565,0.9059492119448115,,,,,
12,1.912009961953245,-0.5887775408971991,-1.066931898072326,0.16990753846454817,0.8386051289956195,0.38524140213330493,,,,,
13,-2.047262411149407,-1.7341488520551827,-0.3639003876932906,0.12877316791487226,-0.3008299082591449,-0.7906156603482435,,,,,
14,0.0901347140003971,-0.40937992756404973,0.2532908648161546,0.20580141517037384,-1.4400635653521727,0.1740478329905583,,,,,
15,-1.273561050024334,-0.47045963470773533,-0.736417625843338,-0.23278445594054892,1.477405075171829,1.1387886423348579,,,,,
16,-0.9308352256720404,-0.021937698747613837,-0.6795886883931875,-0.5915129240720064,0.6050712374116674,-0.6649232650606294,1.0,1.0,0.0,0.0,0.0
17,-0.2676545052550389,-2.326724853672789,0.6229212637398523,-0.7157740755398274,0.24128306628407067,-0.5541602946698777,,,,,
18,0.6237275382824565,-0.1032325802925545,1.225012753193322,-0.6019300390019798,-0.9438157917031204,1.2915126073810912,,,,,
19,-0.029215447522049437,1.5943694006111728,1.07079967144981,0.08946214927586953,-1.1674884718109415,0.11299351021252606,,,,,
20,-1.5884049641236226,-0.28779597385187367,-1.1094768379663442,-0.11371511780277013,0.7406657118838026,0.10233220837509586,,,,,
21,0.06072082480996005,-0.2341136405926818,0.45752146036277264,-0.4711722825324684,0.6915203297890701,-0.49927024605198067,,,,,
22,-0.36975038155874496,4.732939113290126,-1.818246125100555,-0.22940508149468758,1.0730908810596549,0.405944938967384,,,,,
23,0.048769640455305394,-0.3768721146868263,0.97519043356206,-0.3476806104188693,0.3683835416497556,-0.4103271913594904,,,,,
24,-0.8622170931134123,1.2778379102873612,2.660943851789426,-0.3794078429896634,-2.1454683298854977,1.3402057223016095,,,,,
25,2.209975176764019,0.14543077912769725,-0.7604568391112126,3.525099100418278,-1.9142067316846851,-1.1876967606287518,,,,,
26,-0.7735721161355328,0.40353304373600984,0.5188613288993169,-0.24483194032473177,0.8903556598255521,-0.7050672117061951,,,,,
27,-1.1977478801815065,0.8641239885241454,0.6251413558252572,-1.455847704189491,0.2549105321002776,-0.022133221015406518,1.0,1.0,0.0,1.0,0.0
28,1.2925579199114092,-0.43016248975574606,-0.9849724929299216,0.361213379613652,0.9897901432102837,0.4873426136238239,,,,,
29,-1.930479854473869,1.6161460518716426,0.5495973811702249,-0.9273469468571576,-0.5263076079624804,0.8214579047196789,,,,,
30,2.552464200076726,-0.32961109814460265,0.45612972140250263,0.4344645538670934,-0.4896163663079035,-0.1359746732491116,,,,,
31,-2.0532465092794365,1.5992522949401387,0.3177985101389421,-0.6835110287503314,-0.9688035853229046,0.535453774056522,,,,,
32,-0.8516792879047722,0.8454753065016967,0.849194596827529,-0.708062847906828,0.860366767054598,-0.36949016299701465,,,,,
